professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Carol  Blaszczynksi,California State University Los Angeles,Business department, Los Angeles, CA,7,2.6,,2.8,Caring (2)  LECTURE HEAVY (1)  Inspirational (1)  Skip class? You won\'t pass. (1)  Amazing lectures (1),8,03/26/2009,BUS305,2.0,5.0,,,,,,0,0,It\'s a terrible class. I felt like I was learning the wrong stuff.
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,06/20/2015,PHYS110,2.5,3.0,Mandatory,Yes,,,TOUGH GRADER  EXTRA CREDIT,0,1,Was told that he was a great prof and I honestly can\'t stand him. He contradicts himself. His lectures are long and they drag out and the way he talks to women is degrading. Be prepared to feel like you are in middle school again. Thanks for ruining a subject that I am actually interested in..
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,01/24/2013,PHYS110,3.0,3.0,,,,,,0,0,Very boring class. Don\'t go into it thinking it will be a piece of cake...because you will still have to study for the A.
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,02/03/2012,PHYS110,4.0,2.0,,,,,,0,0,A nice professor to talk to outside of class and has a lot of information. He is willing to tell a story or two if you have time and probably into math or science. He teaches well and his tests are not like his reviews. Be careful when it is for the final because he shoved what was left of the final into one session.
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,12/13/2011,PHYS110,1.5,1.0,,,,,,0,0,"Pointless class. If you actually want to learn anything, don\'t take this class. Horrible Professor. Extremely uneducated. Very unclear about expectations and don\'t ask for help because he\'s useless. By far the worst teacher I\'ve had since middle school."
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,09/28/2009,PHYS110,5.0,1.0,,,,,,0,0,He over-explains everything and goes of on meaningless tangents. The class feels like a middle school science course instead of a college one. I was disappointed with the simplicity of everything and wish i could actually learn something that i didn\'t know.
Dana  Rush,Pacific Lutheran University,Physics department, Tacoma, WA,6,3.3,,2.2,Tough Grader (1)  EXTRA CREDIT (1),6,01/28/2009,PHYS210,3.5,3.0,,,,,,0,0,"Dana is as quirky as they come. His dramatic ""events"" at the end and beginning of the semester make for a unique memory. As for the class, Astronomy is a good GUR to get out of the way. He has reasonable expectations (except maybe being OCD about grammar) and all you have to do is turn is assignments and take quizzes. Funny guy."
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,07/22/2015,KIN484,5.0,3.0,Mandatory,Yes,,,,0,0,Steph was very helpful and cared about our experience. She wanted to be sure we learned and were comfortable with everything before our testing. Go to her office hours if you need help. I learned a lot.
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,07/22/2015,KIN483,5.0,2.0,Mandatory,Yes,,,BEWARE OF POP QUIZZES  EXTRA CREDIT  SKIP CLASS? YOU WON\'T PASS.,0,0,One of the best classes I took at UM.
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,01/16/2013,HHP226,1.0,4.0,,,,,,2,0,"Stephanie ALWAYS had a mad or bored or ""I could be doing so many better things with my time right now than babysitting these college students"" look on her face. When a student asked a question, she quickly breezed over a vague explanation and speededly moved to the next subject. She is extremely unapproachable and cold, and ""tricky."""
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,05/06/2010,HHP236,4.5,4.0,,,,,,1,0,"She was awesome! If you went to class and listened actively good grades were easy to get. She is extremely helpful to anyone who actually goes out to seek help. My advice show up to class, ask questions and go to office hours if you need more help."
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,01/24/2010,HHP236,1.5,5.0,,,,,,0,0,Horrible. I went to class everyday and it still didn\'t make a difference. Her tests do not reflect her level of teaching.
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,12/15/2009,HHP236,3.5,3.0,,,,,,2,0,I thought she did great. The PP slides just mean you don\'t have to write notes yourself. She is a joy to have as a teacher if you PARTICIPATE and SHOW UP TO CLASS!!! People who **** are the ones who never show up. She can be very funny & I enjoyed this class very much.
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,12/05/2009,HHP101,1.5,4.0,,,,,,0,0,terrible!
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,12/03/2009,HHP236,2.0,5.0,,,,,,0,0,"she talks too fast, she doesn\'t do anything in the class--she doesn\'t make her own slides, she has her TA\'s grade everything, so if you have a problem with a grade, don\'t go talk to her... she has no say in the grades. print off the slides for each lecture! they always stay the same."
Stephanie  Domitrovich,University of Montana - Missoula,Health & Human Performance department, Missoula, MT,6,2.8,,3.9,BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  EXTRA CREDIT (1),9,08/01/2009,NUTR236,1.5,5.0,,,,,,0,0,No Comments
Nick  Cianciola,Art Institute of Tampa,Culinary Arts department, Tampa, FL,0,2.0,,3.0,,1,01/28/2009,CUL121,2.0,3.0,,,,,,0,0,Hard to understand and has various types of quizzes which he likes to give names to and thinks they are funny and easy. can be a little rough around the edges though im sure hes a good teacher.
Lawrence  MacDonnell,St. Francis Xavier University,History department, Antigonish, NS,0,4.5,,3.0,,1,01/28/2009,HIST242T,4.5,3.0,,,,,,0,0,"Wow. Have to say, we need more profs like this. His way of teaching will make one love this school. He strives on getting reactions from the students, And helping them when they need someone to understand that there is alot going on in their life rather then all about due dates. Amazing prof sadly here for a year, but Must take course if you can"
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,11/23/2011,ENG111,3.0,4.0,,,,,,0,0,"Stepped out of class multiple times as soon as she arrived to go to her office for 30 min, leaving students with a fake assignment that no one really does. Makes every single person in class give their opinion on things. Assigned some essays that weren\'t graded. On the upside, has fun class discussions, though that could be credited to the students"
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,05/18/2010,ENGSECT,3.0,3.0,,,,,,0,0,Feminist who totally pushes her issues into her curriculm. If you wish to study black issues and feminist issues take her. But the college does offer other classes that are directly in volved with those type of issues. If you like to be bombarded with those kind of issues take this class. I hated it from day one. She\'s not very structured and all o
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,12/21/2009,AFA221,5.0,1.0,,,,,,0,0,A really good teacher. she explains what she wants and she listens to what you have to say..I recommend her!!easy A
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,10/03/2009,ENG001,4.0,2.0,,,,,,0,0,Made me hate writing essays but good in the longrun.She can be nice but at times has non intentional attitude just her personality.Downfall doesnt give back hw right away so dont know my mistakes.
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,07/10/2009,AFA221,5.0,1.0,,,,,,0,0,"she is a really good teacher, does have attitude at times but overall easy A!!"
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,02/08/2009,AFA221,1.0,5.0,,,,,,0,0,ok this teacher favors students and she is not clear of what she wants... she has a major attitude!!
M  Perkins,College of Staten Island (CUNY - Staten Island),English department, Staten Island, NY,2,3.4,,2.7,,7,01/28/2009,ENG001,3.0,3.0,,,,,,0,0,No Comments
Sang-Yeob  Lee,San Francisco State University,Economics department, San Francisco, CA,1,3.3,,3.8,,5,05/09/2010,ECON311,4.0,4.0,,,,,,0,0,"took his 311/312 class, midterms and finals were mostly from hw and practice exams, fairly easy class to get a B or higher. exams were curved"
Sang-Yeob  Lee,San Francisco State University,Economics department, San Francisco, CA,1,3.3,,3.8,,5,02/17/2010,ECON311,3.0,3.0,,,,,,0,0,"There are much better stats prof\'s out there. Unfortunately for econ students, you roll the dice when it comes to taking econ 311/312 because it\'s either him or another prof. Lee is a tremendously nice guy AND knows his stats very well, but his teaching it is terrible. Its the language barrier but I just don\'t understand SFSU\'s hiring practices."
Sang-Yeob  Lee,San Francisco State University,Economics department, San Francisco, CA,1,3.3,,3.8,,5,06/01/2009,ECON312,3.0,5.0,,,,,,0,0,"Uses power point slides which are dull and boring and doesn\'t practice teaching the material before its ""taught"" making his lessons confusing. The only time he did a good job of teaching was when the econ dept. chair sat in during the lecture because the class before we had done evaluations and they apparently weren\'t good."
Sang-Yeob  Lee,San Francisco State University,Economics department, San Francisco, CA,1,3.3,,3.8,,5,05/07/2009,ECON312,5.0,3.0,,,,,,0,0,Prof. Lee is really cool and he is always available at his office hours if you need any extra help. He posts sample mid-terms and finals that cover the content of the exam at least three weeks before the exam.
Sang-Yeob  Lee,San Francisco State University,Economics department, San Francisco, CA,1,3.3,,3.8,,5,03/19/2009,ECON311,1.5,4.0,,,,,,0,0,"This class was challenging because the instructor was not able to express the materials clearly. Not to mention, he does not speak fluent English. In addition, it is even harder to understand the course materials, due to lack of samples and again fluent expression of the materials. Moreover, this class will require much practice and studying."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,08/29/2017,MTH1610,5.0,1.0,Mandatory,Yes,Yes,A,ACCESSIBLE OUTSIDE CLASS  GIVES GOOD FEEDBACK  AMAZING LECTURES,1,0,He is an AWESOME professor! So helpful and extremely knowledgable. He reviews any math concepts you may have forgotten. He gives tons of opportunities to boost your grade and makes class enjoyable. He prepares you well for exams and breaks down everything into simple and easy to understand terms. I loved his class and he taught me a lot!
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,08/02/2017,MATH2010,5.0,1.0,Mandatory,Yes,Yes,,CARING  LOTS OF HOMEWORK  EXTRA CREDIT,2,1,"David is a phenomenal professor. I seriously can\'t think of a way that I could have made this class any better. His exams are straight forward, he prepares you for them, and he explains complex subjects really well. His smile is also really funny, it makes me laugh every time. I really enjoyed learning from him and will be missing his class."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,05/01/2017,MATH1610,4.0,4.0,Not Mandatory,Yes,Yes,,GIVES GOOD FEEDBACK  LOTS OF HOMEWORK  CARING,1,0,"Stroup is a calculus professor, so HE isn\'t hard, the CLASS is hard. He cares about his students, and is very willing to help. Gives plenty of extra credit, and even more if you ask him personally. He wants to see that you are working, so do the homework and take the projects to the tutors."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,03/06/2017,MATH1610,1.0,5.0,Mandatory,,No,,TEST HEAVY  TOUGH GRADER  LOTS OF HOMEWORK,1,5,HE IS HORRIBLE!!!!!!!! I LOVED MATH UNTIL I TOOK HIS CLASS. DO NOT TAKE HIM IF YOU HAVE OTHER OPTIONS!!!!!!!!!
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,02/15/2017,MATH1620,5.0,2.0,Not Mandatory,Yes,Yes,A+,CARING  HILARIOUS  EXTRA CREDIT,1,0,I love Professor Stroup. He is like a kid. He is genius about Math. I will take him again.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,02/03/2017,CALC1610,5.0,3.0,Not Mandatory,Yes,Yes,Not,RESPECTED  AMAZING LECTURES  CLEAR GRADING CRITERIA,0,1,Grade highly reflect from your basic initial understanding in calculus as long as you are supplementarily active as a student. Just simply do not take his classes if you think input work equals direct output of reward like GPA. If you thought you had any form of intelligence but reality tells otherwise become an acountant like the rest.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,02/03/2017,CALC1610,5.0,3.0,Not Mandatory,Yes,Yes,Not,RESPECTED  AMAZING LECTURES  CLEAR GRADING CRITERIA,0,0,Grade highly reflects your basic initial understanding in calculus as long as you are supplementarily active as a student. Just simply do not take his classes if you think input work equals direct output of reward like GPA. If you thought you had any form of intelligence but reality tells otherwise become an acountant like the rest.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,12/09/2016,MATH0955,5.0,3.0,Mandatory,Yes,Yes,A,PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.  LOTS OF HOMEWORK,0,0,"Awesome for someone who has not had math in 15 years!! A lot of homework on math lab but it helps you get a good grade on test!! Very nice guy!! Never expect to get out early. He follows his syllabus to a ""T"" 5 tests and a final and he gives you reviews & does it in class (test is just like review) great teacher!! Makes it easy to understand."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,11/03/2016,BEGALGEBRA09,5.0,3.0,Mandatory,,Yes,,PARTICIPATION MATTERS  CLEAR GRADING CRITERIA  AMAZING LECTURES,0,0,I absolutely love professor Stroup. He is very good at explaining the problems. If he notices that students are having difficult time with any chapters... he will spend extra time on it to make sure everyone understands it. Highly recommend him.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,08/11/2016,CALC1620,5.0,2.0,Not Mandatory,Yes,Yes,C+,CARING  TEST HEAVY,1,0,"Professor Stroup is pretty lenient on his students. He gives out study guides, he allows you to turn in homework late, he gives extra credit, what more could you want? I had to go for math tutoring in High School. After taking Calc 2 with Stroup, trust me he is not bad at all. If you can\'t pass Calc 2 at Tri-C you can\'t pass it anywhere."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,05/25/2016,CALC1620,2.0,5.0,Mandatory,Yes,,B+,SKIP CLASS? YOU WON\'T PASS.  LOTS OF HOMEWORK  TOUGH GRADER,0,0,it as one of the most stressful class ive ever took.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,05/18/2016,MATH0950,4.5,3.0,Mandatory,Yes,,B,GIVES GOOD FEEDBACK  PARTICIPATION MATTERS  HILARIOUS,0,0,I loved Professor Stroup! One of my favorite professors that I had. He was funny and helpful with his students. I loved his teaching style and was surprised with how well I did in a Math class since I\'m not too good at math.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,02/03/2016,CALC1620,2.5,5.0,Mandatory,Yes,,Not,TOUGH GRADER  SO MANY PAPERS  LOTS OF HOMEWORK,1,0,A lot of long homework assignments. Tests are very hard and challenging. I wish that he would give extra credits on each test for a reward and to help with a grade. Study guide for the test would\'ve help but we don\'t get any.
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,01/26/2016,CALC1620,4.0,3.0,Mandatory,Yes,,,SKIP CLASS? YOU WON\'T PASS.  EXTRA CREDIT  PARTICIPATION MATTERS,0,0,"Had him for Calc 2 and knew what he was talking about. Calc isn\'t my favorite subject, but helped me understand it better. Gives quite a bit of homework, but should prepare you for tests. Tests are sort of hard, but gives study guides to give you a good idea of what kind of problems to expect. Also gives extra credit to help your grade."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,01/20/2016,MATH161H,4.5,3.0,Mandatory,Yes,,A+,LOTS OF HOMEWORK  CLEAR GRADING CRITERIA,0,0,"Prof. Stroup was a replacement prof halfway through the semester, and he literally saved the class. He is SUPER awkward, but an absolute genius at Calc. He is truly passionate about the subject, and will readily tackle the tough questions in the chapter. His tests will challenge you, but he prepares you well. Best Calc teacher ever."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,12/11/2015,MATH1521,4.0,3.0,Mandatory,Yes,,A,CLEAR GRADING CRITERIA  SKIP CLASS? YOU WON\'T PASS.  LOTS OF HOMEWORK,0,0,"There was a lot of homework, but if you do all of the homework, you will pass. The tests were exactly like the homework and the problems that we went over in class. He had a tendency to go off on tangents about different ways to solve problems that are irreverent to the class, but in general he\'s pretty good."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,09/04/2015,MATH1620,4.5,3.0,Mandatory,Yes,,A+,LOTS OF HOMEWORK  RESPECTED  EXTRA CREDIT,2,0,"He is a very smart teacher and goes over what is needed during lectures. He tends to explain proofs which helps better understand the material. Some book questions tough, tests are medium difficulty. Study guides help narrow down what you will need to know thoroughly for exams. You will be a Calculus II pro with Stroup. Very good teacher!"
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,05/10/2015,MATH1620,4.5,2.0,Mandatory,Yes,,B,LOTS OF HOMEWORK  EXTRA CREDIT  SKIP CLASS? YOU WON\'T PASS.,3,0,"He is tough in that he expects you to put in work. But he also teaches clearly, and he gives extra credit galore. He is funny and personable. Once you get to know him, you\'ll look forward to sitting in class, studying about integrating your hundredth trig polynomial. I didn\'t even know much of Trig when I first took this. Great professor."
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,01/07/2015,1521,4.5,3.0,Not Mandatory,Yes,,A,SKIP CLASS? YOU WON\'T PASS.  RESPECTED  CLEAR GRADING CRITERIA,2,0,"Mr. Stroup is a very good teacher and a reasonable man. He strives to help students pass and really tries to prepare you for the future. The material in this class is tough and will require a lot of work, but if you show up, pay attention, and do the HW, you\'ll do fine. He gives extremely helpful test reviews that make it very clear what to study"
David  Stroup,Cuyahoga Community College (all campuses),Mathematics department, Cleveland, OH,3,3.9,90%,2.8,LOTS OF HOMEWORK (10)  Skip class? You won\'t pass. (7)  Clear grading criteria (7)  Caring (6)  Respected (5)  EXTRA CREDIT (5)  Amazing lectures (4)  Participation matters (4)  Gives good feedback (4)  Tough Grader (3)  TEST HEAVY (2)  Hilarious (2)  ACCESSIBLE OUTSIDE CLASS (1)  SO MANY PAPERS (1),53,12/09/2014,1521,5.0,3.0,Mandatory,Yes,,A-,CLEAR GRADING CRITERIA  CARING  SKIP CLASS? YOU WON\'T PASS.,0,0,"Stroup is a great professor. He is super nerdy because he is passionate about math, but that\'s what makes him an excellent teacher. He is one of the rare ones that doesn\'t lecture you like you should already know the material. Do the required HW (not much of it) and the study guides, show up to class and take notes, and you get A\'s on the tests."
Michael  McGivern,American InterContinental University Online,Management department, Hoffman Estates, IL,0,5.0,,2.0,,1,01/28/2009,MGT615,5.0,2.0,,,,,,0,0,He\'s extremely helpful and understanding. He\'s was the best professor I had in the AIU MBA program.
Brenda  Coley,Central Texas College,Psychology department, Killeen, TX,3,4.5,,2.0,,6,07/30/2012,PSY2415,2.0,1.0,,,,,,0,0,"Unfair grading. Earned A - She insisted I didn\'t although I had proof- told me no 1 rcvd A .Peers later conf there were in fact A\'s given. Had us work on a class project for weeks & then didnt grade it .Allowed unproductive , non essential chit chat to take over class when she was on break from ""tooting""her own horn. Lacks professionalism."
Brenda  Coley,Central Texas College,Psychology department, Killeen, TX,3,4.5,,2.0,,6,07/22/2011,PSYC2314,5.0,2.0,,,,,,0,0,Most amazing instructor! She makes class fun and interesting! Cares about her students and wants nothing more than to see you succeed!
Brenda  Coley,Central Texas College,Psychology department, Killeen, TX,3,4.5,,2.0,,6,06/03/2011,PSYCH2315,5.0,2.0,,,,,,0,0,I was extremely impressed with Ms. Coley. Very helpful and full of life. Class time was very enjoyable!!
Brenda  Coley,Central Texas College,Psychology department, Killeen, TX,3,4.5,,2.0,,6,04/28/2011,PSYC2315,5.0,2.0,,,,,,0,0,"I love this class. The class discussions are always interesting and helpful. Mrs. Coley really cares about her students, and i learned a lot of life lessons in this class that I will keep with me forever. As long as you study you will pass. You couldnt wish for a better teacher. I would recommend this class to anyone"
