professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Bill  Reese,Tidewater Community College,Economics department, Norfolk, VA,6,3.0,,4.0,Clear grading criteria (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  Get ready to read (1),4,11/09/2015,ECO201,2.0,5.0,,Yes,,WD,GET READY TO READ  TOUGH GRADER  CLEAR GRADING CRITERIA,1,0,"Class is a SURE FAIL, stay clear of this professor. He assigns 3 tests and optional final and 2 take home tests that\'s worth 18pts towards 2 of ur 3 tests. Test study guide has approx 14 questions where the test will have 43 questions. He tries to trick u on tests, doesn\'t go by the book at all! Very monotoned, don\'t expect an A. BYE BYE GPA!!"
Bill  Reese,Tidewater Community College,Economics department, Norfolk, VA,6,3.0,,4.0,Clear grading criteria (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  Get ready to read (1),4,07/26/2015,ECON201S,5.0,3.0,Mandatory,Yes,Yes,B+,CLEAR GRADING CRITERIA  SKIP CLASS? YOU WON\'T PASS.,0,0,"LITERALLY if you go to class and take good notes, and listen to what he\'s saying you will at least pass the test. There\'s nothing else, just 3 test, the fourth is optional. GREAT teacher though, very knowledgeable."
Bill  Reese,Tidewater Community College,Economics department, Norfolk, VA,6,3.0,,4.0,Clear grading criteria (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  Get ready to read (1),4,03/30/2010,ECO201,1.0,5.0,,,,,,2,0,This teacher is really hard because he acts as if you already know about the subject. I goes off on tangents about everything and then you are confused on what it is you were to learn. The test are nothing like the notes. He is very unclear and almost every person I have talked to in his class is failing.
Bill  Reese,Tidewater Community College,Economics department, Norfolk, VA,6,3.0,,4.0,Clear grading criteria (2)  Skip class? You won\'t pass. (1)  Tough Grader (1)  Get ready to read (1),4,05/18/2009,ECON202,4.0,3.0,,,,,,2,0,A lot of studing
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/23/2018,ANTHRARC284,3.0,2.0,Not Mandatory,Yes,Yes,A,CLEAR GRADING CRITERIA  GRADED BY FEW THINGS  TEST HEAVY,0,0,"Make sure you have the study guides filled out correctly before the exams. Then spend 3-4 hours studying it and it should be an easy A/A-. There is really no reason to go to lecture. I went to almost all and it was very boring and hard to pay attention. Go to section, fill out the study guide(some answers on quizlet), study and you are good to go."
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,03/22/2018,ANTHR284,2.0,4.0,Mandatory,Yes,No,A-,GRADED BY FEW THINGS  LECTURE HEAVY  TEST HEAVY,2,0,"Marcus and Flannery have a real gift. Unfortunately, it\'s not for teaching. They somehow manage to make incredibly graphic, fascinating topics - human sacrifice! cannibalism! eating guinea pigs! - into the cure for insomnia. If they decided to record audiobooks instead of teach, they could finally solve a mental health issue that impacts millions."
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,03/09/2018,ANTHRARC284,2.0,5.0,Not Mandatory,Yes,No,,TEST HEAVY  GRADED BY FEW THINGS  TOUGH GRADER,3,0,This class is a nightmare! Do not take ever. The profs purposely talk in a monotone voice just to throw you off and then trick you into thinking the multiple choice tests will be easy when they ask questions about irrelevant and obscure details from the lecture. It is impossible to focus in class and the tests are on things that were not covered.
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/24/2017,ANTHRARC284,3.0,5.0,Mandatory,Yes,No,,TOUGH GRADER  GRADED BY FEW THINGS  SKIP CLASS? YOU WON\'T PASS.,2,0,"Do NOT take this class. GSI\'s are rude and unhelpful. A GSI told me a wrong answer to an exam, and that was the difference between 2 letter grades. I spent more time studying for this class than I did for my MCDB classes, yet I got TWO letter grades below. There are NO notes or powerpoints. Each question on an exam is 2% of your grade. AVOID"
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/30/2014,ANTHRARC284,3.5,1.0,Not Mandatory,,,A,,1,0,"Easy class. Going to lecture is not necessary, as long as you pay attention in discussion sections and fill out the review sheets when the GSI goes over them. No textbook, no homework, and only 3 exams/quizzes that take 20 minutes to finish."
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/29/2014,ANTHRARC284,5.0,2.0,,,,,,1,2,This is a great class if you\'re interested in meso & south america. Both profs are really nice and experts in the field. Go to lecture in order to do well in the class.
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/26/2012,ARCH284,4.5,1.0,,,,,,1,0,"This is the easiest class you will ever take at UM. Seriously. If you take really good notes and try, you\'re worse off. Just look at the study guide before the exam and you\'re guaranteed an A. To those interested in archaeology -- you won\'t learn as much as you\'ll want to but it\'s easy! I definitely recommend this class and both profs are soo nice."
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,11/29/2011,ANTHR284,5.0,1.0,,,,,,0,0,"Literally easiest A I have ever taken, and heard anyone else take. Absolute joke, gives the ""fill in the blank"" study guide that translates into a multiple choice 15 question exam. Attendance not mandatory, and two hours of solid studying before the exam is a guaranteed A. No doubt. TAKE IT"
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/23/2010,ANTH232,5.0,2.0,,,,,,1,0,"Dr. Marcus was one of the best professors I ever had. She genuinely tries to help students in any way she can, especially with grad school applications. She is a first rate scholar and person."
Joyce  Marcus,University of Michigan,Anthropology department, Ann Arbor, MI,9,3.7,,2.5,GRADED BY FEW THINGS (4)  TEST HEAVY (3)  Tough Grader (2)  Clear grading criteria (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),10,04/08/2009,ARCH284,4.0,2.0,,,,,,0,0,"Very interesting class! Marcus and Flannery are married and co-teach.They\'re super cute. The class has NO TEXTBOOKS, no assignments, just lecture and 3 exams. Each exam is 15 multiple choice questions. Pretty easy and really fun. I\'d recommend to anyone interested in Archaeology or Latin America."
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,01/30/2014,KINE001,5.0,1.0,Not Mandatory,,,,,0,0,Entertaining and easy class. You will learn basic first aid like bandaging and CPR. You will only take two tests (50% of your grade each). You will also do a power point presentation (and buy first aid supplies for it). The presentation is mandatory but you won\'t get credit(a grade) for it.
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,05/23/2013,KINE001,5.0,1.0,,,,,,0,0,This professor loves her job which makes being her student that much more rewarding! this class will teach you life skills that may end up saving your life or an others one day.
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,05/27/2012,KINE2460,5.0,1.0,,,,,,0,0,she is the best teacher ever! she is clear in explaining the class...
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,05/27/2012,PE001,5.0,1.0,,,,,,0,0,She\'s a wonderful professor and very nice. Her class was a lot of fun and teaches you a lot. I did this to get certified and also for PE credit. I would take her class again. She\'s very helpful and wants to make sure you pass.
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,05/26/2010,PE001,5.0,1.0,,,,,,0,0,"P. Curtis was a really good professor, her first aid and safety class was very hands on and helped with teamwork a lot. Shes fun to talk with and very knowledgeable towards her subjects. There\'s a few group projects and a couple tests that\'s it. I highly recommend this class."
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,12/02/2009,PE2452,4.0,1.0,,,,,,0,0,good teacher. easy to pass . seems hard at first but it only gets easier.
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,11/17/2009,PHYS101,2.0,1.0,,,,,,0,0,Lacks passion for what she is teaching. Doesn\'t have much control over the class. Doesn\'t use the textbook enough. Not very organized.
Patty  Curtis,College of the Desert (all campuses),Physical Education department, Palm Desert, CA,5,4.5,,1.0,,8,01/30/2009,PE1,5.0,1.0,,,,,,0,0,"I took First Aid & Safety with her. She is very friendly and gentle with students. Not at all intimidating. A lot of hands-on experience. Practical exams are very easy, since she helps you with them. The only thing to study for are the written tests!"
Brandon  Ballenger,Florida Atlantic University,Communication department, Boca Raton, FL,1,4.7,,1.0,,3,04/01/2010,SPC2601,5.0,1.0,,,,,,0,0,Public speaking is a really helpful class for students to take. It can be an easy A if you are just comming to class and completing the assignments
Brandon  Ballenger,Florida Atlantic University,Communication department, Boca Raton, FL,1,4.7,,1.0,,3,05/19/2009,SPC2601,5.0,1.0,,,,,,0,0,"Great teacher. really gave good advice on speeches. go to class though, i got points taken off because i was absent but he gave extra credit at the end. he makes it so that you get to know the people in the class and feel comfortable speaking. definately recommend him!"
Brandon  Ballenger,Florida Atlantic University,Communication department, Boca Raton, FL,1,4.7,,1.0,,3,04/07/2009,SPC2601,4.0,1.0,,,,,,0,0,"Easy class, nice guy. Don\'t have an unexcused absence more than twice or it drops ur final grade. Doesn\'t lecture lets u get used to presenting by having groups present chapters in class. Do ur speeches get an A no final"
Frank  Zinc,Ivy Tech Community College: South Bend,Communication department, South Bend, IN,0,5.0,,1.0,,1,07/25/2012,COMM102,5.0,1.0,,,,,,1,0,Very entertaining class. Easy work. Easy tests.
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,11/17/2014,111,4.0,1.0,,Yes,,,SO MANY PAPERS  GET READY TO READ  CARING,0,0,Overall a very great Professor. She is very helpful and there for you for when you need her.
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,10/10/2014,ENGL111,2.5,1.0,Not Mandatory,Yes,,,,0,0,Easy class but due dates are confusing.
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,12/10/2013,ENGL111,4.0,1.0,Mandatory,,,,,0,0,Very easy going professor and super nice.
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,08/17/2012,ENG111,4.5,2.0,,,,,,0,0,"Loved this teacher, im NOT a English person at all but she was very understanding I aced this class. Basically show up and write the papers she was not a picky professor in the writing aspect of it"
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,12/17/2010,ENG111,2.5,1.0,,,,,,0,0,"Very easy class, although she is not very clear bout what to write in papers. Spends alot of the class talking about the same things over and over again. Very nice and understanding though."
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,05/28/2010,SOLASENG,4.5,2.0,,,,,,0,0,
Claire  Roof,Ivy Tech Community College: South Bend,English department, South Bend, IN,5,3.6,,1.3,Caring (1)  Get ready to read (1)  SO MANY PAPERS (1),7,01/30/2009,ENG111,3.5,1.0,,,,,,0,0,No Comments
Joanne  Koskol,Widener University,Engineering department, Chester, PA,4,4.0,,2.5,,2,05/01/2013,ENGR112,5.0,2.0,,,,,,0,0,"Very helpful, simple questions need simple answers. Great adviser and totally knows the field well!"
Joanne  Koskol,Widener University,Engineering department, Chester, PA,4,4.0,,2.5,,2,09/10/2009,EE336,3.0,3.0,,,,,,0,0,"Koskol is a good teacher overall. She used no textbook and taught everything out of her notes. She gives a ton of notes but it makes studying easier. She gives a good amount of partial credit. She expects a lot on her lab reports, but if you work hard, you will learn a lot about circuit design in her labs."
Kip  Bradley,Georgia Southern University: Armstrong,Fine Arts department, Savannah, GA,4,3.3,,3.8,,5,08/12/2013,POLS3150,4.5,4.0,,,,,,0,0,"I found him to be a challenging professor but interesting and very knowledgeable. If you work hard, you do well. If you get lazy, you do badly"
Kip  Bradley,Georgia Southern University: Armstrong,Fine Arts department, Savannah, GA,4,3.3,,3.8,,5,05/11/2011,ARTS1010,2.0,4.0,,,,,,0,0,"I enjoyed his 2D class, but would not recommend him as a professor. He is very much a minimalism and does pick favorites. He also wants you to get alot of high quality and expensive materials."
Kip  Bradley,Georgia Southern University: Armstrong,Fine Arts department, Savannah, GA,4,3.3,,3.8,,5,11/19/2009,ARTS2011,1.5,3.0,,,,,,0,0,"He displays a poor attitude towards what he is doing. Most days he comes to class completely unprepared and just makes things up as he goes along. Sometimes he can be helpful, but many times he is negative and derogatory towards students. He will require you to buy the most expensive paint there is, but half of it will never be used. No book requir"
Kip  Bradley,Georgia Southern University: Armstrong,Fine Arts department, Savannah, GA,4,3.3,,3.8,,5,11/08/2009,ARTS4140,5.0,4.0,,,,,,0,0,"Great teacher, I learned a lot. He has a passion for what he does."
Kip  Bradley,Georgia Southern University: Armstrong,Fine Arts department, Savannah, GA,4,3.3,,3.8,,5,08/25/2009,ARTS1101,3.5,4.0,,,,,,0,0,"Be ready to shell out some cash, He requires exact supplies but for good reason. He pushes you to be better and even though at first I hated everything I really did improve."
Wenyu  Sun,North Carolina State University,Mathematics department, Raleigh, NC,1,2.2,,2.7,,3,12/20/2010,ST371,3.5,2.0,,,,,,0,0,"He went really slow in the lectures; he could\'ve gone a bit faster and covered some more examples. Still, his lectures and notes were clear. The homework and the final exam were difficult. The 2 mid-terms were very easy, and basically the same as the practice exams. The grading was unfair, the final exam was 40% and homework 20%: thats too much!"
Wenyu  Sun,North Carolina State University,Mathematics department, Raleigh, NC,1,2.2,,2.7,,3,11/03/2010,ST371,2.0,1.0,,,,,,0,0,"Probably the nicest guy in the world. Very timid Chinaman. You might not learn much, but if that doesn\'t bother you and you just want an easy A take his class. He gives practice exams and pretty much uses the same questions on the actual exam. Bottom line is he wants people to enjoy statistics, so he\'s very lenient and wants people to get A\'s"
Wenyu  Sun,North Carolina State University,Mathematics department, Raleigh, NC,1,2.2,,2.7,,3,01/30/2009,ST371,1.0,5.0,,,,,,0,0,"Useless teacher just flys through the material without clear explanations. Talks in monotone voice whole class. Smart man, but needs to work on communication skills. Wasted tuition money on this class. Going to resign up under a different professor. Dropped it before the first test."
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,03/02/2016,ESL217A,1.0,5.0,Mandatory,Yes,,,,0,0,"This teacher doesn\'t do her job and she doesn\'t know what she do. If a student has a difficulties to understand something she would tell the student that google it or go to the library and ask for another grammar book to help with your struggle. She teaches this class as a HYBRID class, everything is online. It\'s a waste of time and money."
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,02/23/2016,ENGLISH52A,1.0,1.0,Mandatory,Yes,,WD,BEWARE OF POP QUIZZES  TOUGH GRADER  SKIP CLASS? YOU WON\'T PASS.,0,0,"worst teacher i had in bbc. she is typically sugaecoated on face and has no empathy from inside. she is baised with her students which clearly reflects from her behaviour. apart from all this i never got what is she trying to explain, nonsense lecture plans she carries! go n learn how to teach from other fabulous bcc esl teachers.. avoid her class"
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,06/18/2014,ESL217A,5.0,2.0,Mandatory,,,A,,0,0,"Although Glenda is a little bit strict, she\'s a very good, well-organized, and equitable teacher as well as a really nice person. If you take her class, it won\'t be very easy. However, your English will have improved substantially by the end of the class. It was a pleasure for me to be Glenda\'s student. Hope you enjoy her class as much as I did."
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,12/06/2013,WRITINGCLASS,1.0,5.0,Mandatory,,,,,0,3,"ella es muy estricta. si llegas tarde, est\xc3\xa1s en problemas. que no le gusta repetir algo porque ya te lo dije. Ella no tiene la pedagog\xc3\xada para ense\xc3\xb1ar y ella parece enojada todo el tiempo y le gusta tratar a sus alumnos como ni\xc3\xb1os. en conclusi\xc3\xb3n, no tome esta clase."
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,05/30/2013,ENGLISH52A,5.0,2.0,,,,,,0,1,"Very thoughtfull and nice personality,well organized and and serious about course materials and home works, you have to work hard in her class if you want a nice A at the end of semester, some students complain about her being strict but its their problem, show up on time and do your assignment and know how to behave as a student and youll be ok!"
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,11/17/2012,ESLESL,2.0,2.0,,,,,,2,0,"WARNING: Avoid her class!!!!!! However, if you have too much time and $$$ to waste, her class is a perfect choice."
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,11/14/2012,ESLFALL,1.0,1.0,,,,,,2,0,Do not take her class. You loss your time and money. Boring and unclear assessment.
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,12/14/2009,ESL5,1.0,5.0,,,,,,1,0,"Her class is very boring. My English didn\'t improve much from her class, but she\'s a nice person"
Glenda  Robinson,Berkeley City College,Writing department, Berkeley, CA,7,2.2,,2.9,BEWARE OF POP QUIZZES (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),9,01/30/2009,ESL21A,3.0,3.0,,,,,,0,0,"she is prety helpful , a not only writing it is like grammar and writing together which is good review.She usually gives group work.She also know how to compare english and foreign language which makes her understand us what we think."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,04/24/2018,HIST1700,5.0,2.0,Mandatory,Yes,Yes,A,PARTICIPATION MATTERS  AMAZING LECTURES  RESPECTED,0,0,"Professor Kronmiller was pretty average in his lectures, as he uses a power point slide for each of them. He was super funny though so it made class fun. He gives you extra credit for answering questions in class. You can follow along easily and he is really flexible and helpful anytime you miss class. If you semi-try, you\'ll pass with an A"
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,04/19/2018,HIST1700,5.0,4.0,Not Mandatory,Yes,Yes,,HILARIOUS  CLEAR GRADING CRITERIA  PARTICIPATION MATTERS,0,0,"He was awesome. Very Funny, but does tend to tell a lot of stories, sometimes gets off topic a tad. He has 3 assignments, and 3 tests, he gives extra credit just for coming to class & answering questions from the reading you need to do. If you study & work hard, it\'s an easy class. Miss class, be sure & get notes from someone else!"
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,04/18/2018,HIST1700,5.0,3.0,Not Mandatory,Yes,Yes,A,ACCESSIBLE OUTSIDE CLASS  GET READY TO READ  RESPECTED,0,0,"Great Professor! 3 tests and non of them cumulative and pretty easy if you read, 3 assignments that are really easy if you read. Gives great feedback. Tends to tell lots of stories. Would take his class again, he is reliable and easy to talk to. Have to buy book to pass."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,03/22/2018,HIST1700,5.0,2.0,Not Mandatory,Yes,Yes,A,CLEAR GRADING CRITERIA  HILARIOUS  EXTRA CREDIT,0,0,Jay is HILARIOUS. The course consisted of 3 short assignments and 3 tests. He does send out a study guide before each test and will stay after class to review with those who would like to go over it. He does offer extra credit if he calls your name from a stack of cards and you are present and another if you answer his questions about the reading.
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,03/18/2018,HIST1700,5.0,3.0,Mandatory,Yes,Yes,,GET READY TO READ  HILARIOUS  RESPECTED,0,0,He is hilarious and makes the class not drag on as much. Very helpful.
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/19/2017,HIST1700,5.0,2.0,Mandatory,Yes,Yes,A,GIVES GOOD FEEDBACK  SKIP CLASS? YOU WON\'T PASS.  HILARIOUS,0,0,"There are only 3 assignments and 3 tests. The tests are not cumulative. Kronmiller is the funniest professor out there. If you want to go to a comedy club and get credit for it, go to his class. He can be serious, but tries to make memorable way to remember history. No date memorization either."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/18/2017,HIST1700,5.0,2.0,Mandatory,Yes,Yes,A,AMAZING LECTURES  HILARIOUS  PARTICIPATION MATTERS,0,0,"Prof. Kronmiller has a tendency to be a few minutes late to class, but he is an absolutely hilarious professor. Really enjoyed this class; and it made me wish I was a history major. 10/10."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/12/2017,HIST1700,5.0,2.0,Mandatory,Yes,Yes,A-,AMAZING LECTURES  SKIP CLASS? YOU WON\'T PASS.  EXTRA CREDIT,1,0,"Kronmiller is an amazing instructor, he is highly knowledgeable, and intelligent, he knows exactly how to make history interesting, and something you want to learn about. His class is an easy A as long as you show up, and complete the provided study guides. Extra credit is offered for attendance. I highly recommend this instructor to everyone."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,12/09/2017,HIST1700,4.0,3.0,,Yes,Yes,B+,HILARIOUS  SKIP CLASS? YOU WON\'T PASS.  PARTICIPATION MATTERS,0,1,"Kronmiller is hilarious! He made history very fun with his corky and sometimes unappropiate jokes. Be sure to be present and take good notes, tests are based off of study guide in which you can get your answers from your notes and your reading assignments. I would of gotten an A- but this was the class I\'d least try hard in."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,04/27/2017,HIST1700,4.0,1.0,Mandatory,Yes,Yes,A,GRADED BY FEW THINGS  HILARIOUS  AMAZING LECTURES,2,0,"Kronmiller is just a really chill professor. Pros: The workload was relatively small, there were no essays, and the final was non-cumulative. Every lecture had some sort of humor in it, and he really enjoys the material. Cons: He can get a little unreliable, showing up to class 10-15 minutes late, and he can be hard to contact outside of class."
Jay  Kronmiller,Weber State University,History department, Ogden, UT,4,4.8,100%,2.0,Hilarious (18)  Participation matters (8)  Amazing lectures (8)  EXTRA CREDIT (5)  Skip class? You won\'t pass. (5)  Get ready to read (5)  Clear grading criteria (4)  Respected (3)  Caring (2)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),46,08/09/2016,HISTORY1700,5.0,3.0,Not Mandatory,Yes,Yes,A,GET READY TO READ  HILARIOUS  PARTICIPATION MATTERS,1,0,"Awesome instructor makes history fun, would take his class again if I could. Makes history interesting, very worth showing up to class!! Gives extra credit!! I would recommend recording lectures."
